Ensmbl_IDs	Gene_Description	PWM	Mouse_Gene_Name	TPM_rep1	FPKM_rep1	TPM_rep2	FPKM_rep2
ENSMUSG00000013089	ets variant 5 [Source:MGI Symbol;Acc:MGI:1096867]	ETV5.Me9765.1.YY2017.HT-SE2	Etv5	17.84	13.23	14.85	11.45
ENSMUSG00000013089	ets variant 5 [Source:MGI Symbol;Acc:MGI:1096867]	TA0136_ETV5_DBD_monomer	Etv5	17.84	13.23	14.85	11.45
ENSMUSG00000013089	ets variant 5 [Source:MGI Symbol;Acc:MGI:1096867]	ETV5.Ca9765.1.YY2017.HT-SE2	Etv5	17.84	13.23	14.85	11.45
ENSMUSG00000013089	ets variant 5 [Source:MGI Symbol;Acc:MGI:1096867]	MA0765.1.ETV5	Etv5	17.84	13.23	14.85	11.45
ENSMUSG00000013089	ets variant 5 [Source:MGI Symbol;Acc:MGI:1096867]	ETV5_HUMAN.H11MO.0.C	Etv5	17.84	13.23	14.85	11.45
ENSMUSG00000030199	ets variant 6 [Source:MGI Symbol;Acc:MGI:109336]	TA0137_ETV6_full_dimer	Etv6	12.73	9.44	11.14	8.59
ENSMUSG00000030199	ets variant 6 [Source:MGI Symbol;Acc:MGI:109336]	MA0645.1.ETV6	Etv6	12.73	9.44	11.14	8.59
ENSMUSG00000030199	ets variant 6 [Source:MGI Symbol;Acc:MGI:109336]	ETS0019.h-ETV6	Etv6	12.73	9.44	11.14	8.59
ENSMUSG00000016087	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	FLI1.Me9772.1.YY2017.HT-SE2	Fli1	13.29	9.86	11.93	9.2
ENSMUSG00000016087	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	FLI1.Me9772.4.YY2017.HT-SE2	Fli1	13.29	9.86	11.93	9.2
ENSMUSG00000016087	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	FLI1_HUMAN.H11MO.0.A	Fli1	13.29	9.86	11.93	9.2
ENSMUSG00000016087	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	FLI1.Me9772.2.YY2017.HT-SE2	Fli1	13.29	9.86	11.93	9.2
ENSMUSG00000016087	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	FLI1.Me9772.3.YY2017.HT-SE2	Fli1	13.29	9.86	11.93	9.2
ENSMUSG00000016087	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	FLI1.Ca9772.3.YY2017.HT-SE2	Fli1	13.29	9.86	11.93	9.2
ENSMUSG00000016087	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	FLI1.Ca9772.2.YY2017.HT-SE2	Fli1	13.29	9.86	11.93	9.2
ENSMUSG00000016087	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	FLI1.Ca9772.4.YY2017.HT-SE2	Fli1	13.29	9.86	11.93	9.2
ENSMUSG00000016087	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	MA0475.1.FLI1	Fli1	13.29	9.86	11.93	9.2
ENSMUSG00000016087	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	FLI1.Ca9772.1.YY2017.HT-SE2	Fli1	13.29	9.86	11.93	9.2
ENSMUSG00000016087	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	MA0475.2.FLI1	Fli1	13.29	9.86	11.93	9.2
ENSMUSG00000016087	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	TA0144_FLI1_full_monomer	Fli1	13.29	9.86	11.93	9.2
ENSMUSG00000016087	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	TA0145_FLI1_full_monomer	Fli1	13.29	9.86	11.93	9.2
ENSMUSG00000021250	FBJ osteosarcoma oncogene [Source:MGI Symbol;Acc:MGI:95574]	FOS.Me9799.1.YY2017.HT-SE2	Fos	4.47	3.32	3.13	2.41
ENSMUSG00000021250	FBJ osteosarcoma oncogene [Source:MGI Symbol;Acc:MGI:95574]	FOS.Ca9799.1.YY2017.HT-SE2	Fos	4.47	3.32	3.13	2.41
ENSMUSG00000021250	FBJ osteosarcoma oncogene [Source:MGI Symbol;Acc:MGI:95574]	FOS_HUMAN.H11MO.0.A	Fos	4.47	3.32	3.13	2.41
ENSMUSG00000021250	FBJ osteosarcoma oncogene [Source:MGI Symbol;Acc:MGI:95574]	MA0476.1.FOS	Fos	4.47	3.32	3.13	2.41
ENSMUSG00000021250	FBJ osteosarcoma oncogene [Source:MGI Symbol;Acc:MGI:95574]	AJ_FOS	Fos	4.47	3.32	3.13	2.41
ENSMUSG00000050295	forkhead box C1 [Source:MGI Symbol;Acc:MGI:1347466]	MA0032.2.FOXC1	Foxc1	3	2.23	2.79	2.15
ENSMUSG00000050295	forkhead box C1 [Source:MGI Symbol;Acc:MGI:1347466]	FOXC1_HUMAN.H11MO.0.C	Foxc1	3	2.23	2.79	2.15
ENSMUSG00000050295	forkhead box C1 [Source:MGI Symbol;Acc:MGI:1347466]	TA0469_Foxc1_DBD_dimer	Foxc1	3	2.23	2.79	2.15
ENSMUSG00000050295	forkhead box C1 [Source:MGI Symbol;Acc:MGI:1347466]	MA0032.1.FOXC1	Foxc1	3	2.23	2.79	2.15
ENSMUSG00000050295	forkhead box C1 [Source:MGI Symbol;Acc:MGI:1347466]	TA0434_FOXC1_DBD_dimer	Foxc1	3	2.23	2.79	2.15
ENSMUSG00000050295	forkhead box C1 [Source:MGI Symbol;Acc:MGI:1347466]	TA0470_Foxc1_DBD_monomer	Foxc1	3	2.23	2.79	2.15
ENSMUSG00000050295	forkhead box C1 [Source:MGI Symbol;Acc:MGI:1347466]	TA0435_FOXC1_DBD_monomer	Foxc1	3	2.23	2.79	2.15
ENSMUSG00000050295	forkhead box C1 [Source:MGI Symbol;Acc:MGI:1347466]	TA0433_FOXC1_DBD_dimer	Foxc1	3	2.23	2.79	2.15
ENSMUSG00000046714	forkhead box C2 [Source:MGI Symbol;Acc:MGI:1347481]	MA0846.1.FOXC2	Foxc2	10.02	7.44	8.89	6.86
ENSMUSG00000046714	forkhead box C2 [Source:MGI Symbol;Acc:MGI:1347481]	FOXC2.Me9722.2.YY2017.HT-SE2	Foxc2	10.02	7.44	8.89	6.86
ENSMUSG00000046714	forkhead box C2 [Source:MGI Symbol;Acc:MGI:1347481]	FOXC2.Me9722.1.YY2017.HT-SE2	Foxc2	10.02	7.44	8.89	6.86
ENSMUSG00000046714	forkhead box C2 [Source:MGI Symbol;Acc:MGI:1347481]	FOXC2.Ca9722.2.YY2017.HT-SE2	Foxc2	10.02	7.44	8.89	6.86
ENSMUSG00000046714	forkhead box C2 [Source:MGI Symbol;Acc:MGI:1347481]	TA0436_FOXC2_DBD_dimer	Foxc2	10.02	7.44	8.89	6.86
ENSMUSG00000046714	forkhead box C2 [Source:MGI Symbol;Acc:MGI:1347481]	FOXC2.Ca9722.1.YY2017.HT-SE2	Foxc2	10.02	7.44	8.89	6.86
ENSMUSG00000046714	forkhead box C2 [Source:MGI Symbol;Acc:MGI:1347481]	TA0437_FOXC2_DBD_dimer	Foxc2	10.02	7.44	8.89	6.86
ENSMUSG00000003154	forkhead box J2 [Source:MGI Symbol;Acc:MGI:1926805]	TA0449_FOXJ2_DBD_dimer	Foxj2	4.19	3.11	3.39	2.61
ENSMUSG00000003154	forkhead box J2 [Source:MGI Symbol;Acc:MGI:1926805]	MA0614.1.Foxj2	Foxj2	4.19	3.11	3.39	2.61
ENSMUSG00000003154	forkhead box J2 [Source:MGI Symbol;Acc:MGI:1926805]	FOXJ2.Ca9714.1.YY2017.HT-SE2	Foxj2	4.19	3.11	3.39	2.61
ENSMUSG00000003154	forkhead box J2 [Source:MGI Symbol;Acc:MGI:1926805]	FOXJ2.Me9714.1.YY2017.HT-SE2	Foxj2	4.19	3.11	3.39	2.61
ENSMUSG00000003154	forkhead box J2 [Source:MGI Symbol;Acc:MGI:1926805]	TA0447_FOXJ2_DBD_dimer	Foxj2	4.19	3.11	3.39	2.61
ENSMUSG00000003154	forkhead box J2 [Source:MGI Symbol;Acc:MGI:1926805]	FOXJ2_HUMAN.H11MO.0.C	Foxj2	4.19	3.11	3.39	2.61
ENSMUSG00000032998	forkhead box J3 [Source:MGI Symbol;Acc:MGI:2443432]	TA0475_Foxj3_DBD_dimer	Foxj3	18.19	13.5	13.5	10.4
ENSMUSG00000032998	forkhead box J3 [Source:MGI Symbol;Acc:MGI:2443432]	TA0450_FOXJ3_DBD_monomer	Foxj3	18.19	13.5	13.5	10.4
ENSMUSG00000032998	forkhead box J3 [Source:MGI Symbol;Acc:MGI:2443432]	FOXJ3.Me9713.1.YY2017.HT-SE2	Foxj3	18.19	13.5	13.5	10.4
ENSMUSG00000032998	forkhead box J3 [Source:MGI Symbol;Acc:MGI:2443432]	TA0476_Foxj3_DBD_monomer	Foxj3	18.19	13.5	13.5	10.4
ENSMUSG00000032998	forkhead box J3 [Source:MGI Symbol;Acc:MGI:2443432]	TA0452_FOXJ3_DBD_dimer	Foxj3	18.19	13.5	13.5	10.4
ENSMUSG00000032998	forkhead box J3 [Source:MGI Symbol;Acc:MGI:2443432]	TA0474_Foxj3_DBD_multimer	Foxj3	18.19	13.5	13.5	10.4
ENSMUSG00000032998	forkhead box J3 [Source:MGI Symbol;Acc:MGI:2443432]	FOXJ3_HUMAN.H11MO.0.A	Foxj3	18.19	13.5	13.5	10.4
ENSMUSG00000032998	forkhead box J3 [Source:MGI Symbol;Acc:MGI:2443432]	TA0477_Foxj3_DBD_dimer	Foxj3	18.19	13.5	13.5	10.4
ENSMUSG00000032998	forkhead box J3 [Source:MGI Symbol;Acc:MGI:2443432]	TA0451_FOXJ3_DBD_dimer	Foxj3	18.19	13.5	13.5	10.4
ENSMUSG00000032998	forkhead box J3 [Source:MGI Symbol;Acc:MGI:2443432]	MA0851.1.Foxj3	Foxj3	18.19	13.5	13.5	10.4
ENSMUSG00000032998	forkhead box J3 [Source:MGI Symbol;Acc:MGI:2443432]	FOXJ3.Ca9713.1.YY2017.HT-SE2	Foxj3	18.19	13.5	13.5	10.4
ENSMUSG00000039275	forkhead box K2 [Source:MGI Symbol;Acc:MGI:1916087]	MA1103.1.FOXK2	Foxk2	6.09	4.52	5.85	4.51
ENSMUSG00000001517	forkhead box M1 [Source:MGI Symbol;Acc:MGI:1347487]	FOXM1_HUMAN.H11MO.0.A	Foxm1	18.54	13.75	16.15	12.45
ENSMUSG00000034998	forkhead box N2 [Source:MGI Symbol;Acc:MGI:1347478]	FOXN2.Ca9730.1.YY2017.HT-SE2	Foxn2	5.22	3.87	5.59	4.31
ENSMUSG00000034998	forkhead box N2 [Source:MGI Symbol;Acc:MGI:1347478]	FOXN2.Me9730.1.YY2017.HT-SE2	Foxn2	5.22	3.87	5.59	4.31
ENSMUSG00000044167	forkhead box O1 [Source:MGI Symbol;Acc:MGI:1890077]	MA0480.1.Foxo1	Foxo1	5.51	4.08	4.98	3.84
ENSMUSG00000044167	forkhead box O1 [Source:MGI Symbol;Acc:MGI:1890077]	TA0458_FOXO1_DBD_multimer	Foxo1	5.51	4.08	4.98	3.84
ENSMUSG00000044167	forkhead box O1 [Source:MGI Symbol;Acc:MGI:1890077]	TA0456_FOXO1_DBD_monomer	Foxo1	5.51	4.08	4.98	3.84
ENSMUSG00000044167	forkhead box O1 [Source:MGI Symbol;Acc:MGI:1890077]	TA0457_FOXO1_DBD_dimer	Foxo1	5.51	4.08	4.98	3.84
ENSMUSG00000044167	forkhead box O1 [Source:MGI Symbol;Acc:MGI:1890077]	FOXO1_HUMAN.H11MO.0.A	Foxo1	5.51	4.08	4.98	3.84
ENSMUSG00000048756	forkhead box O3 [Source:MGI Symbol;Acc:MGI:1890081]	TA0459_FOXO3_full_dimer	Foxo3	3.66	2.72	5.09	3.92
ENSMUSG00000048756	forkhead box O3 [Source:MGI Symbol;Acc:MGI:1890081]	MA0157.1.FOXO3	Foxo3	3.66	2.72	5.09	3.92
ENSMUSG00000048756	forkhead box O3 [Source:MGI Symbol;Acc:MGI:1890081]	TA0461_FOXO3_full_multimer	Foxo3	3.66	2.72	5.09	3.92
ENSMUSG00000048756	forkhead box O3 [Source:MGI Symbol;Acc:MGI:1890081]	FOXO3.Me9728.1.YY2017.HT-SE2	Foxo3	3.66	2.72	5.09	3.92
ENSMUSG00000048756	forkhead box O3 [Source:MGI Symbol;Acc:MGI:1890081]	MA0157.2.FOXO3	Foxo3	3.66	2.72	5.09	3.92
ENSMUSG00000048756	forkhead box O3 [Source:MGI Symbol;Acc:MGI:1890081]	FOXO3.Ca9728.1.YY2017.HT-SE2	Foxo3	3.66	2.72	5.09	3.92
ENSMUSG00000048756	forkhead box O3 [Source:MGI Symbol;Acc:MGI:1890081]	FOXO3_HUMAN.H11MO.0.B	Foxo3	3.66	2.72	5.09	3.92
ENSMUSG00000030067	forkhead box P1 [Source:MGI Symbol;Acc:MGI:1914004]	FOXP1.Ca9711.1.YY2017.HT-SE2	Foxp1	69.51	51.57	76.96	59.33
ENSMUSG00000030067	forkhead box P1 [Source:MGI Symbol;Acc:MGI:1914004]	FOXP1.Me9711.1.YY2017.HT-SE2	Foxp1	69.51	51.57	76.96	59.33
ENSMUSG00000030067	forkhead box P1 [Source:MGI Symbol;Acc:MGI:1914004]	MA0481.1.FOXP1	Foxp1	69.51	51.57	76.96	59.33
ENSMUSG00000030067	forkhead box P1 [Source:MGI Symbol;Acc:MGI:1914004]	FOXP1_HUMAN.H11MO.0.A	Foxp1	69.51	51.57	76.96	59.33
ENSMUSG00000029563	forkhead box P2 [Source:MGI Symbol;Acc:MGI:2148705]	FOXP2_HUMAN.H11MO.0.C	Foxp2	10.33	7.66	10.31	7.95
ENSMUSG00000029563	forkhead box P2 [Source:MGI Symbol;Acc:MGI:2148705]	MA0593.1.FOXP2	Foxp2	10.33	7.66	10.31	7.95
ENSMUSG00000029563	forkhead box P2 [Source:MGI Symbol;Acc:MGI:2148705]	SMiLE_FOXP2	Foxp2	10.33	7.66	10.31	7.95
ENSMUSG00000029563	forkhead box P2 [Source:MGI Symbol;Acc:MGI:2148705]	FOXP2_MOUSE.H11MO.0.A	Foxp2	10.33	7.66	10.31	7.95
ENSMUSG00000008976	GA repeat binding protein, alpha [Source:MGI Symbol;Acc:MGI:95610]	GABPA.Ca9768.1.YY2017.HT-SE2	Gabpa	29.57	21.94	24.62	18.98
ENSMUSG00000008976	GA repeat binding protein, alpha [Source:MGI Symbol;Acc:MGI:95610]	BU0020.Gabpa_primary	Gabpa	29.57	21.94	24.62	18.98
ENSMUSG00000008976	GA repeat binding protein, alpha [Source:MGI Symbol;Acc:MGI:95610]	GABPA_HUMAN.H11MO.0.A	Gabpa	29.57	21.94	24.62	18.98
ENSMUSG00000008976	GA repeat binding protein, alpha [Source:MGI Symbol;Acc:MGI:95610]	ETS0023.h-GABPA	Gabpa	29.57	21.94	24.62	18.98
ENSMUSG00000008976	GA repeat binding protein, alpha [Source:MGI Symbol;Acc:MGI:95610]	GABPA.Me9768.1.YY2017.HT-SE2	Gabpa	29.57	21.94	24.62	18.98
ENSMUSG00000008976	GA repeat binding protein, alpha [Source:MGI Symbol;Acc:MGI:95610]	MA0062.2.Gabpa	Gabpa	29.57	21.94	24.62	18.98
ENSMUSG00000008976	GA repeat binding protein, alpha [Source:MGI Symbol;Acc:MGI:95610]	TA0146_GABPA_full_monomer	Gabpa	29.57	21.94	24.62	18.98
ENSMUSG00000008976	GA repeat binding protein, alpha [Source:MGI Symbol;Acc:MGI:95610]	SMiLE_GABPA	Gabpa	29.57	21.94	24.62	18.98
ENSMUSG00000031162	GATA binding protein 1 [Source:MGI Symbol;Acc:MGI:95661]	GATA1.Me9516.1.YY2017.HT-SE2	Gata1	9.71	7.2	11.61	8.95
ENSMUSG00000031162	GATA binding protein 1 [Source:MGI Symbol;Acc:MGI:95661]	MA0035.1.Gata1	Gata1	9.71	7.2	11.61	8.95
ENSMUSG00000031162	GATA binding protein 1 [Source:MGI Symbol;Acc:MGI:95661]	MA0035.2.Gata1	Gata1	9.71	7.2	11.61	8.95
ENSMUSG00000031162	GATA binding protein 1 [Source:MGI Symbol;Acc:MGI:95661]	AJ_GATA1	Gata1	9.71	7.2	11.61	8.95
ENSMUSG00000031162	GATA binding protein 1 [Source:MGI Symbol;Acc:MGI:95661]	GATA1_HUMAN.H11MO.0.A	Gata1	9.71	7.2	11.61	8.95
ENSMUSG00000031162	GATA binding protein 1 [Source:MGI Symbol;Acc:MGI:95661]	GATA1.Ca9516.1.YY2017.HT-SE2	Gata1	9.71	7.2	11.61	8.95
ENSMUSG00000031162	GATA binding protein 1 [Source:MGI Symbol;Acc:MGI:95661]	MA0035.3.Gata1	Gata1	9.71	7.2	11.61	8.95
ENSMUSG00000015053	GATA binding protein 2 [Source:MGI Symbol;Acc:MGI:95662]	GATA2_HUMAN.H11MO.0.A	Gata2	10.12	7.51	10.12	7.8
ENSMUSG00000015053	GATA binding protein 2 [Source:MGI Symbol;Acc:MGI:95662]	GATA2.Me9518.1.YY2017.HT-SE2	Gata2	10.12	7.51	10.12	7.8
ENSMUSG00000015053	GATA binding protein 2 [Source:MGI Symbol;Acc:MGI:95662]	GATA2.Ca9518.1.YY2017.HT-SE2	Gata2	10.12	7.51	10.12	7.8
ENSMUSG00000015053	GATA binding protein 2 [Source:MGI Symbol;Acc:MGI:95662]	MA0036.2.GATA2	Gata2	10.12	7.51	10.12	7.8
ENSMUSG00000015053	GATA binding protein 2 [Source:MGI Symbol;Acc:MGI:95662]	MA0036.1.GATA2	Gata2	10.12	7.51	10.12	7.8
ENSMUSG00000015053	GATA binding protein 2 [Source:MGI Symbol;Acc:MGI:95662]	MA0036.3.GATA2	Gata2	10.12	7.51	10.12	7.8
ENSMUSG00000015619	GATA binding protein 3 [Source:MGI Symbol;Acc:MGI:95663]	GATA3.Me9517.2.YY2017.HT-SE2	Gata3	6.87	5.1	6.82	5.26
ENSMUSG00000015619	GATA binding protein 3 [Source:MGI Symbol;Acc:MGI:95663]	TA0157_GATA3_DBD_monomer	Gata3	6.87	5.1	6.82	5.26
ENSMUSG00000015619	GATA binding protein 3 [Source:MGI Symbol;Acc:MGI:95663]	MA0037.1.GATA3	Gata3	6.87	5.1	6.82	5.26
ENSMUSG00000015619	GATA binding protein 3 [Source:MGI Symbol;Acc:MGI:95663]	GATA3.Ca9517.2.YY2017.HT-SE2	Gata3	6.87	5.1	6.82	5.26
ENSMUSG00000015619	GATA binding protein 3 [Source:MGI Symbol;Acc:MGI:95663]	MA0037.2.GATA3	Gata3	6.87	5.1	6.82	5.26
ENSMUSG00000015619	GATA binding protein 3 [Source:MGI Symbol;Acc:MGI:95663]	GATA3.Me9517.1.YY2017.HT-SE2	Gata3	6.87	5.1	6.82	5.26
ENSMUSG00000015619	GATA binding protein 3 [Source:MGI Symbol;Acc:MGI:95663]	MA0037.3.GATA3	Gata3	6.87	5.1	6.82	5.26
ENSMUSG00000015619	GATA binding protein 3 [Source:MGI Symbol;Acc:MGI:95663]	GATA3_HUMAN.H11MO.0.A	Gata3	6.87	5.1	6.82	5.26
ENSMUSG00000015619	GATA binding protein 3 [Source:MGI Symbol;Acc:MGI:95663]	SMiLE_GATA3_002	Gata3	6.87	5.1	6.82	5.26
ENSMUSG00000015619	GATA binding protein 3 [Source:MGI Symbol;Acc:MGI:95663]	GATA3.Ca9517.1.YY2017.HT-SE2	Gata3	6.87	5.1	6.82	5.26
ENSMUSG00000015619	GATA binding protein 3 [Source:MGI Symbol;Acc:MGI:95663]	BU0021.Gata3_primary	Gata3	6.87	5.1	6.82	5.26
ENSMUSG00000021944	GATA binding protein 4 [Source:MGI Symbol;Acc:MGI:95664]	GATA4.Me9514.1.YY2017.HT-SE2	Gata4	114.83	85.19	101.66	78.37
ENSMUSG00000021944	GATA binding protein 4 [Source:MGI Symbol;Acc:MGI:95664]	MA0482.1.Gata4	Gata4	114.83	85.19	101.66	78.37
ENSMUSG00000021944	GATA binding protein 4 [Source:MGI Symbol;Acc:MGI:95664]	GATA4_HUMAN.H11MO.0.A	Gata4	114.83	85.19	101.66	78.37
ENSMUSG00000021944	GATA binding protein 4 [Source:MGI Symbol;Acc:MGI:95664]	TA0159_GATA4_DBD_monomer	Gata4	114.83	85.19	101.66	78.37
ENSMUSG00000021944	GATA binding protein 4 [Source:MGI Symbol;Acc:MGI:95664]	GATA4.Ca9514.1.YY2017.HT-SE2	Gata4	114.83	85.19	101.66	78.37
ENSMUSG00000015627	GATA binding protein 5 [Source:MGI Symbol;Acc:MGI:109497]	GATA5.Me9515.3.YY2017.HT-SE2	Gata5	18.27	13.55	19.56	15.08
ENSMUSG00000015627	GATA binding protein 5 [Source:MGI Symbol;Acc:MGI:109497]	GATA5.Ca9515.4.YY2017.HT-SE2	Gata5	18.27	13.55	19.56	15.08
ENSMUSG00000015627	GATA binding protein 5 [Source:MGI Symbol;Acc:MGI:109497]	GATA5.Ca9515.2.YY2017.HT-SE2	Gata5	18.27	13.55	19.56	15.08
ENSMUSG00000015627	GATA binding protein 5 [Source:MGI Symbol;Acc:MGI:109497]	GATA5.Ca9515.3.YY2017.HT-SE2	Gata5	18.27	13.55	19.56	15.08
ENSMUSG00000015627	GATA binding protein 5 [Source:MGI Symbol;Acc:MGI:109497]	MA0766.1.GATA5	Gata5	18.27	13.55	19.56	15.08
ENSMUSG00000015627	GATA binding protein 5 [Source:MGI Symbol;Acc:MGI:109497]	GATA5.Me9515.1.YY2017.HT-SE2	Gata5	18.27	13.55	19.56	15.08
ENSMUSG00000015627	GATA binding protein 5 [Source:MGI Symbol;Acc:MGI:109497]	GATA5.Me9515.2.YY2017.HT-SE2	Gata5	18.27	13.55	19.56	15.08
ENSMUSG00000015627	GATA binding protein 5 [Source:MGI Symbol;Acc:MGI:109497]	BU0022.Gata5_primary	Gata5	18.27	13.55	19.56	15.08
ENSMUSG00000015627	GATA binding protein 5 [Source:MGI Symbol;Acc:MGI:109497]	GATA5.Ca9515.1.YY2017.HT-SE2	Gata5	18.27	13.55	19.56	15.08
ENSMUSG00000015627	GATA binding protein 5 [Source:MGI Symbol;Acc:MGI:109497]	GATA5.Me9515.4.YY2017.HT-SE2	Gata5	18.27	13.55	19.56	15.08
ENSMUSG00000005836	GATA binding protein 6 [Source:MGI Symbol;Acc:MGI:107516]	GATA6_HUMAN.H11MO.0.A	Gata6	39.82	29.54	37.72	29.08
ENSMUSG00000005836	GATA binding protein 6 [Source:MGI Symbol;Acc:MGI:107516]	GATA6.Ca9513.1.YY2017.HT-SE2	Gata6	39.82	29.54	37.72	29.08
ENSMUSG00000005836	GATA binding protein 6 [Source:MGI Symbol;Acc:MGI:107516]	GATA6.Me9513.1.YY2017.HT-SE2	Gata6	39.82	29.54	37.72	29.08
ENSMUSG00000005836	GATA binding protein 6 [Source:MGI Symbol;Acc:MGI:107516]	BU0023.Gata6_primary	Gata6	39.82	29.54	37.72	29.08
ENSMUSG00000005836	GATA binding protein 6 [Source:MGI Symbol;Acc:MGI:107516]	MA1104.1.GATA6	Gata6	39.82	29.54	37.72	29.08
ENSMUSG00000021318	GLI-Kruppel family member GLI3 [Source:MGI Symbol;Acc:MGI:95729]	GLI3.Ca9511.1.YY2017.HT-SE2	Gli3	6.47	4.8	7.94	6.12
ENSMUSG00000021318	GLI-Kruppel family member GLI3 [Source:MGI Symbol;Acc:MGI:95729]	GLI3_HUMAN.H11MO.0.B	Gli3	6.47	4.8	7.94	6.12
ENSMUSG00000021318	GLI-Kruppel family member GLI3 [Source:MGI Symbol;Acc:MGI:95729]	AJ_GLI3	Gli3	6.47	4.8	7.94	6.12
ENSMUSG00000021318	GLI-Kruppel family member GLI3 [Source:MGI Symbol;Acc:MGI:95729]	GLI3.Me9511.1.YY2017.HT-SE2	Gli3	6.47	4.8	7.94	6.12
ENSMUSG00000014303	GLIS family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1932535]	GLIS2.Me9509.1.YY2017.HT-SE2	Glis2	13.73	10.19	16.25	12.52
ENSMUSG00000014303	GLIS family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1932535]	GLIS2.Ca9509.1.YY2017.HT-SE2	Glis2	13.73	10.19	16.25	12.52
ENSMUSG00000014303	GLIS family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1932535]	BU0025.Glis2_primary	Glis2	13.73	10.19	16.25	12.52
ENSMUSG00000014303	GLIS family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1932535]	MA0736.1.GLIS2	Glis2	13.73	10.19	16.25	12.52
ENSMUSG00000028901	glucocorticoid modulatory element binding protein 1 [Source:MGI Symbol;Acc:MGI:2135604]	MA0615.1.Gmeb1	Gmeb1	20.1	14.91	19.6	15.11
ENSMUSG00000028901	glucocorticoid modulatory element binding protein 1 [Source:MGI Symbol;Acc:MGI:2135604]	GMEB1.Me9597.1.YY2017.HT-SE2	Gmeb1	20.1	14.91	19.6	15.11
ENSMUSG00000028901	glucocorticoid modulatory element binding protein 1 [Source:MGI Symbol;Acc:MGI:2135604]	GMEB1.Ca9597.1.YY2017.HT-SE2	Gmeb1	20.1	14.91	19.6	15.11
ENSMUSG00000037335	heart and neural crest derivatives expressed 1 [Source:MGI Symbol;Acc:MGI:103577]	HAND1_MOUSE.H11MO.0.C	Hand1	41.23	30.58	43.25	33.35
ENSMUSG00000038193	heart and neural crest derivatives expressed 2 [Source:MGI Symbol;Acc:MGI:103580]	HAND2.Me9824.1.YY2017.HT-SE2	Hand2	12.23	9.07	12.49	9.63
ENSMUSG00000038193	heart and neural crest derivatives expressed 2 [Source:MGI Symbol;Acc:MGI:103580]	HAND2.Ca9824.1.YY2017.HT-SE2	Hand2	12.23	9.07	12.49	9.63
ENSMUSG00000022528	hes family bHLH transcription factor 1 [Source:MGI Symbol;Acc:MGI:104853]	HES1.Ca9860.1.YY2017.HT-SE2	Hes1	21.49	15.94	20.29	15.64
ENSMUSG00000022528	hes family bHLH transcription factor 1 [Source:MGI Symbol;Acc:MGI:104853]	AJ_HES1	Hes1	21.49	15.94	20.29	15.64
ENSMUSG00000022528	hes family bHLH transcription factor 1 [Source:MGI Symbol;Acc:MGI:104853]	MA1099.1.Hes1	Hes1	21.49	15.94	20.29	15.64
ENSMUSG00000022528	hes family bHLH transcription factor 1 [Source:MGI Symbol;Acc:MGI:104853]	HES1.Me9860.1.YY2017.HT-SE2	Hes1	21.49	15.94	20.29	15.64
ENSMUSG00000067071	hairy and enhancer of split 6 [Source:MGI Symbol;Acc:MGI:1859852]	HES6.Ca9858.1.YY2017.HT-SE2	Hes6	39.54	29.33	38.55	29.72
ENSMUSG00000040289	hairy/enhancer-of-split related with YRPW motif 1 [Source:MGI Symbol;Acc:MGI:1341800]	HEY1.Me9861.1.YY2017.HT-SE2	Hey1	21.31	15.81	20.44	15.76
ENSMUSG00000040289	hairy/enhancer-of-split related with YRPW motif 1 [Source:MGI Symbol;Acc:MGI:1341800]	HEY1.Ca9861.1.YY2017.HT-SE2	Hey1	21.31	15.81	20.44	15.76
ENSMUSG00000040289	hairy/enhancer-of-split related with YRPW motif 1 [Source:MGI Symbol;Acc:MGI:1341800]	HEY1.Me9861.2.YY2017.HT-SE2	Hey1	21.31	15.81	20.44	15.76
ENSMUSG00000040289	hairy/enhancer-of-split related with YRPW motif 1 [Source:MGI Symbol;Acc:MGI:1341800]	HEY1.Ca9861.2.YY2017.HT-SE2	Hey1	21.31	15.81	20.44	15.76
ENSMUSG00000040289	hairy/enhancer-of-split related with YRPW motif 1 [Source:MGI Symbol;Acc:MGI:1341800]	MA0823.1.HEY1	Hey1	21.31	15.81	20.44	15.76
